정류장아이디,정류장 명칭,정류장 유형,중앙차로 여부,노드영문명,위도,경도,수집일시,단축아이디,도시코드,도시명
KYB326012695,동석,1,N,,34.99128666,127.561252,2021-09-16 5:01,,36060,광양시
KYB326012696,동석,1,N,,34.99124877,127.5611408,2021-09-16 5:01,,36060,광양시
KYB326012697,송산,1,N,,34.92120876,127.5495624,2021-09-16 5:01,,36060,광양시
KYB326012698,송산,1,N,,34.92107998,127.5496733,2021-09-16 5:01,,36060,광양시
KYB326012699,서석,1,N,,34.98978291,127.5636198,2021-09-16 5:01,,36060,광양시
KYB326012700,광동맨션,1,N,,34.97481069,127.5924886,2021-09-16 5:01,,36060,광양시
KYB326012701,광동맨션,1,N,,34.97507114,127.5924162,2021-09-16 5:01,,36060,광양시
KYB326012702,서동,8,N,,35.15084538,127.6501809,2021-09-16 5:01,,36060,광양시
KYB326012703,서동,8,N,,35.15087225,127.6502987,2021-09-16 5:01,,36060,광양시
KYB326012704,동동,1,N,,35.14276544,127.6501168,2021-09-16 5:01,,36060,광양시
KYB326012705,금천,8,N,,35.15742731,127.6537239,2021-09-16 5:01,,36060,광양시
KYB326012706,금천,8,N,,35.15730523,127.6537376,2021-09-16 5:01,,36060,광양시
KYB326012707,택배센터,8,N,,34.96373931,127.6100423,2021-09-16 5:01,,36060,광양시
KYB326012708,신금,8,N,,34.97811322,127.7121728,2021-09-16 5:01,,36060,광양시
KYB326012709,신금,8,N,,34.98082594,127.710535,2021-09-16 5:01,,36060,광양시
KYB326012711,청암대학,1,N,,34.92619,127.49016,2021-09-16 5:01,3262354,36060,광양시
KYB326012713,우림필유아파트,1,N,,34.9391007,127.7094815,2021-09-16 5:01,,36060,광양시
KYB326012714,석화맨션,8,N,,34.95804,127.51728,2021-09-16 5:01,,36060,광양시
KYB326012715,신월,8,N,,34.95793,127.51988,2021-09-16 5:01,,36060,광양시
KYB326012716,산단사거리,1,N,,34.98800439,127.5094429,2021-09-16 5:01,,36060,광양시
KYB326012717,구덕,8,N,,34.99325744,127.7574087,2021-09-16 5:01,,36060,광양시
KYB326012718,학동,8,N,,34.99648,127.55025,2021-09-16 5:01,,36060,광양시
KYB326012719,칠성초교,1,N,,34.97898386,127.5770026,2021-09-16 5:01,,36060,광양시
KYB326012720,칠성초교,1,N,,34.97885694,127.576663,2021-09-16 5:01,,36060,광양시
KYB326012721,동아그린맨션,1,N,,34.9654837,127.5721426,2021-09-16 5:01,,36060,광양시
KYB326012722,동아그린맨션,1,N,,34.9658534,127.5720992,2021-09-16 5:01,,36060,광양시
KYB326012723,성황,1,N,,34.94390612,127.679318,2021-09-16 5:01,,36060,광양시
KYB326012724,석화맨션,8,N,,34.95825,127.51688,2021-09-16 5:01,,36060,광양시
KYB326012725,순천병원,1,N,,34.9604199,127.5237827,2021-09-16 5:01,,36060,광양시
KYB326012726,강남여고,1,N,,34.9625121,127.5255741,2021-09-16 5:01,,36060,광양시
KYB326012727,NC백화점,1,N,,34.97167545,127.5219054,2021-09-16 5:01,,36060,광양시
KYB326012728,금호대교앞,8,N,,34.94776715,127.72139,2021-09-16 5:01,,36060,광양시
KYB326012729,금호대교앞,8,N,,34.9479848,127.7211602,2021-09-16 5:01,,36060,광양시
KYB326012730,진월초교,8,N,,34.97720769,127.7592961,2021-09-16 5:01,,36060,광양시
KYB326012731,부현삼거리,8,N,,35.01521466,127.5930798,2021-09-16 5:01,,36060,광양시
KYB326012732,부현삼거리,8,N,,35.01509454,127.5930539,2021-09-16 5:01,,36060,광양시
KYB326012733,하조,8,N,,35.07291,127.56055,2021-09-16 5:01,,36060,광양시
KYB326012734,신승중공업,8,N,,34.92122825,127.6196376,2021-09-16 5:01,,36060,광양시
KYB326012735,신승중공업,8,N,,34.92123625,127.6198131,2021-09-16 5:01,,36060,광양시
KYB326012736,사평입구,1,N,,35.00780414,127.7719921,2021-09-16 5:01,,36060,광양시
KYB326012737,사평입구,1,N,,35.00793714,127.77203,2021-09-16 5:01,,36060,광양시
KYB326012738,추동마을,8,N,,35.00920051,127.7682353,2021-09-16 5:01,,36060,광양시
KYB326012739,추동마을,1,N,,35.00932799,127.7681915,2021-09-16 5:01,,36060,광양시
KYB326012740,신기,8,N,,35.00578671,127.7614127,2021-09-16 5:01,,36060,광양시
KYB326012741,왕조2동주민센터,8,N,,34.95351,127.53257,2021-09-16 5:01,3262237,36060,광양시
KYB326012742,(미사용),1,N,,34.94143991,127.70796,2021-09-16 5:01,,36060,광양시
KYB326012743,(미사용),1,N,,34.9420679,127.7080712,2021-09-16 5:01,,36060,광양시
KYB326012744,무선마을앞,8,N,,34.96167464,127.5793218,2021-09-16 5:01,,36060,광양시
KYB326012745,무선마을앞,8,N,,34.96120405,127.5798051,2021-09-16 5:01,,36060,광양시
KYB326012746,구황마을회관,8,N,,35.05435452,127.6830486,2021-09-16 5:01,,36060,광양시
KYB326012747,금천메아리휴양소,8,N,,35.15470777,127.6520054,2021-09-16 5:01,,36060,광양시
KYB326012748,하천리,8,N,,35.17901374,127.6283929,2021-09-16 5:01,,36060,광양시
KYB326012749,하천리,8,N,,35.17521629,127.6305551,2021-09-16 5:01,,36060,광양시
KYB326012750,중흥메가타운,1,N,,34.93583634,127.5458199,2021-09-16 5:01,,36060,광양시
KYB326012751,중흥메가타운,1,N,,34.93590158,127.5454882,2021-09-16 5:01,,36060,광양시
KYB326012753,중흥2차아파트뒤편,8,N,,34.92823368,127.5486367,2021-09-16 5:01,,36060,광양시
KYB326012754,중흥2차아파트뒤편,8,N,,34.9280643,127.5484968,2021-09-16 5:01,,36060,광양시
KYB326012757,미강서원,1,N,,34.92582096,127.5527245,2021-09-16 5:01,,36060,광양시
KYB326012758,미강서원,8,N,,34.92571723,127.5528894,2021-09-16 5:01,,36060,광양시
KYB326012759,승평중학교,1,N,,34.93986235,127.5480384,2021-09-16 5:01,,36060,광양시
KYB326012760,승평중학교,1,N,,34.93972,127.54833,2021-09-16 5:01,,36060,광양시
KYB326012763,중흥2차아파트,8,N,,34.93048328,127.5478744,2021-09-16 5:01,,36060,광양시
KYB326012764,중흥2차아파트,8,N,,34.93035938,127.5475863,2021-09-16 5:01,,36060,광양시
KYB326012765,신대교,1,N,,34.93420502,127.5492198,2021-09-16 5:01,,36060,광양시
KYB326012766,신대교,1,N,,34.93428072,127.5488723,2021-09-16 5:01,,36060,광양시
KYB326012773,중흥1차아파트,1,N,,34.9329508,127.5447869,2021-09-16 5:01,,36060,광양시
KYB326012774,신대중흥1차아파트,1,N,,34.93316543,127.5450388,2021-09-16 5:01,,36060,광양시
KYB326012782,여성문화회관,1,N,,34.94742757,127.5228307,2021-09-16 5:01,,36060,광양시
KYB326012783,여성문화회관,8,N,,34.94741639,127.5223542,2021-09-16 5:01,,36060,광양시
KYB326012784,부영CC,1,N,,34.93983352,127.5495815,2021-09-16 5:01,,36060,광양시
KYB326012785,부영CC,1,N,,34.93969656,127.5493434,2021-09-16 5:01,,36060,광양시
KYB326012791,조례주공6.7차아파트,1,N,,34.96274584,127.5182607,2021-09-16 5:01,,36060,광양시
KYB326012792,평화역,1,N,,34.94389079,127.5420549,2021-09-16 5:01,,36060,광양시
KYB326012793,평화역,1,N,,34.94354906,127.5423016,2021-09-16 5:01,,36060,광양시
KYB326012794,평화,1,N,,34.94225782,127.5457026,2021-09-16 5:01,,36060,광양시
KYB326012795,평화,1,N,,34.94203247,127.5455911,2021-09-16 5:01,,36060,광양시
KYB326012838,NC백화점,1,N,,34.97188345,127.5222953,2021-09-16 5:01,,36060,광양시
KYB326012840,순천만국가정원(동문),1,N,,34.93192317,127.5130456,2021-09-16 5:01,,36060,광양시
KYB326012841,순천만국가정원(서문),1,N,,34.92953144,127.4958763,2021-09-16 5:01,,36060,광양시
KYB326012842,순천만국가정원(동문),1,N,,34.93126,127.51035,2021-09-16 5:01,,36060,광양시
KYB326012843,순천만국가정원(서문),1,N,,34.92963822,127.4980908,2021-09-16 5:01,,36060,광양시
KYB326012848,매안초등학교(상),1,N,,34.93028099,127.5515481,2021-09-16 5:01,,36060,광양시
KYB326012849,신대중흥2차아파트,1,N,,34.93094244,127.5484727,2021-09-16 5:01,,36060,광양시
KYB326012850,중흥2차아파트,1,N,,34.93071916,127.5485483,2021-09-16 5:01,,36060,광양시
KYB326012851,매안초등학교(하),1,N,,34.93010669,127.5515137,2021-09-16 5:01,,36060,광양시
KYB326012854,호반리젠시빌2차아파트,1,N,,34.94110919,127.5300303,2021-09-16 5:01,,36060,광양시
KYB326012855,호반리젠시빌2차아파트,1,N,,34.94087514,127.5301532,2021-09-16 5:01,,36060,광양시
KYB326012856,창터,1,N,,34.9398205,127.5338582,2021-09-16 5:01,,36060,광양시
KYB326012857,창터,1,N,,34.93971789,127.533993,2021-09-16 5:01,,36060,광양시
KYB326012858,좌야입구,1,N,,34.939148,127.5358946,2021-09-16 5:01,,36060,광양시
KYB326012859,좌야입구,1,N,,34.93900988,127.5361792,2021-09-16 5:01,,36060,광양시
KYB326012860,신대입구,1,N,,34.9351807,127.5391236,2021-09-16 5:01,,36060,광양시
KYB326012861,신대입구,1,N,,34.93512855,127.5388855,2021-09-16 5:01,,36060,광양시
KYB326012862,대가,8,N,,34.92841371,127.5427137,2021-09-16 5:01,,36060,광양시
KYB326012863,대가,1,N,,34.92837008,127.542482,2021-09-16 5:01,,36060,광양시
KYB326012864,남가,1,N,,34.92538838,127.5437454,2021-09-16 5:01,,36060,광양시
KYB326012865,남가,1,N,,34.92540851,127.5435147,2021-09-16 5:01,,36060,광양시
KYB326012866,성산리송산마을,1,N,,34.92115803,127.5462528,2021-09-16 5:01,,36060,광양시
KYB326012873,왕조2동주민센터,1,N,,34.95407,127.53279,2021-09-16 5:01,3262193,36060,광양시
KYB326012875,신원아르시스,1,N,,34.94483407,127.534211,2021-09-16 5:01,,36060,광양시
KYB326012876,농협신대점,1,N,,34.9339768,127.5460566,2021-09-16 5:01,,36060,광양시
KYB326012877,농협신대점,1,N,,34.93429053,127.5461906,2021-09-16 5:01,,36060,광양시
KYB326012878,삼동,1,N,,34.94409409,127.5374467,2021-09-16 5:01,,36060,광양시
KYB326012879,삼동,1,N,,34.94448,127.53965,2021-09-16 5:01,,36060,광양시
KYB326012880,범암,8,N,,34.97182,127.52807,2021-09-16 5:01,,36060,광양시
KYB326012881,고지마을,1,N,,34.98184337,127.4842152,2021-09-16 5:01,,36060,광양시
KYB326012882,고지마을,1,N,,34.98163835,127.4843106,2021-09-16 5:01,,36060,광양시
KYB326012883,참샘마을,1,N,,34.98469449,127.4821034,2021-09-16 5:01,,36060,광양시
KYB326012884,참샘마을,1,N,,34.98485331,127.4820792,2021-09-16 5:01,,36060,광양시
KYB326012885,원가곡마을,1,N,,34.98517907,127.4833289,2021-09-16 5:01,,36060,광양시
KYB326012886,원가곡마을,1,N,,34.98528727,127.4831865,2021-09-16 5:01,,36060,광양시
KYB326012888,법원.검찰청앞,1,N,,34.97041882,127.525658,2021-09-16 5:01,,36060,광양시
KYB326012889,법원.검찰청앞,1,N,,34.97041279,127.5257628,2021-09-16 5:01,,36060,광양시
KYB326012890,범암,1,N,,34.97188841,127.5276571,2021-09-16 5:01,,36060,광양시
KYB326012891,범암,8,N,,34.97175545,127.5276074,2021-09-16 5:01,,36060,광양시
KYB326012892,광주은행신대점,1,N,,34.9329062,127.5524471,2021-09-16 5:01,,36060,광양시
KYB326012893,광주은행신대점,1,N,,34.9326032,127.5522762,2021-09-16 5:01,,36060,광양시
KYB326012894,롯데캐슬,1,N,,34.97197,127.52624,2021-09-16 5:01,,36060,광양시
KYB326012895,롯데캐슬,8,N,,34.97185,127.52622,2021-09-16 5:01,,36060,광양시
KYB326012897,매곡A지구,1,N,,34.96190142,127.487474,2021-09-16 5:01,,36060,광양시
KYB326012898,메가박스신대점,1,N,,34.92708271,127.5534833,2021-09-16 5:01,,36060,광양시
KYB326012899,메가박스신대점,8,N,,34.92712547,127.5532108,2021-09-16 5:01,,36060,광양시
KYB326012907,차고지 출발,1,N,,34.92630891,127.5535655,2021-09-16 5:01,,36060,광양시
KYB326012908,차고지 대기,8,N,,34.92720782,127.5562586,2021-09-16 5:01,,36060,광양시
KYB326012916,매안초교입구,1,N,,34.92924506,127.5539401,2021-09-16 5:01,,36060,광양시
KYB326012917,매안초교입구,1,N,,34.93003735,127.5544711,2021-09-16 5:01,,36060,광양시
KYB326012918,중흥3차아파트,1,N,,34.93353801,127.5496359,2021-09-16 5:01,,36060,광양시
KYB326012919,중흥3차아파트,1,N,,34.93323106,127.549313,2021-09-16 5:01,,36060,광양시
KYB326012920,순천만국가정원(동문),8,N,,34.93109,127.50904,2021-09-16 5:01,,36060,광양시
KYB326012922,호반베르디움아파트,8,N,,34.93751931,127.4945999,2021-09-16 5:01,,36060,광양시
KYB326012923,대광로제비앙아파트,8,N,,34.93572251,127.495629,2021-09-16 5:01,,36060,광양시
KYB326012924,골드클래스아파트,8,N,,34.93307041,127.4961824,2021-09-16 5:01,,36060,광양시
KYB326012925,순천만국가정원(서문),8,N,,34.92989487,127.497051,2021-09-16 5:01,,36060,광양시
KYB326012926,골드클래스아파트,8,N,,34.93304663,127.4963985,2021-09-16 5:01,,36060,광양시
KYB326012927,대광로제비앙아파트,8,N,,34.93524782,127.4959773,2021-09-16 5:01,,36060,광양시
KYB326012928,호반베르디움아파트,8,N,,34.93696,127.49532,2021-09-16 5:01,,36060,광양시
KYB326012931,흥대,8,N,,35.00232032,127.5486423,2021-09-16 5:01,,36060,광양시
KYB326012932,산단사거리,1,N,,34.98779124,127.5093882,2021-09-16 5:01,,36060,광양시
KYB326012933,신월,8,N,,34.95813,127.51988,2021-09-16 5:01,,36060,광양시
KYB326012935,연동,8,N,,34.99937,127.54936,2021-09-16 5:01,,36060,광양시
KYB326012936,구상입구,8,N,,34.99109,127.55248,2021-09-16 5:01,,36060,광양시
KYB326012949,중흥메가타운입구,8,N,,34.93463,127.54454,2021-09-16 5:01,,36060,광양시
KYB326012950,중흥메가타운입구,8,N,,34.93433141,127.5444854,2021-09-16 5:01,,36060,광양시
KYB326012951,철우아파트,8,N,,34.94008,127.50281,2021-09-16 5:01,3262342,36060,광양시
KYB326012952,신원아르시스,8,N,,34.94582864,127.5332071,2021-09-16 5:01,,36060,광양시
KYB326012953,대광로제비앙,8,N,,34.93546621,127.4947494,2021-09-16 5:01,,36060,광양시
KYB326012954,대광로제비앙,8,N,,34.93532866,127.4947873,2021-09-16 5:01,,36060,광양시
KYB326012955,골드클래스,8,N,,34.93353893,127.4940074,2021-09-16 5:01,,36060,광양시
KYB326012956,골드클래스,8,N,,34.93339634,127.4938323,2021-09-16 5:01,,36060,광양시
KYB326012957,진아리채,8,N,,34.93135,127.49425,2021-09-16 5:01,,36060,광양시
KYB326012958,진아리채,8,N,,34.93118434,127.4946267,2021-09-16 5:01,,36060,광양시
KYB326012963,드라마촬영장,8,N,,34.95711915,127.5357597,2021-09-16 5:01,,36060,광양시
KYB326012964,왕조2동주민센터,8,N,,34.95602105,127.5337747,2021-09-16 5:01,,36060,광양시
KYB326012965,구상마을,1,N,,34.90274,127.55493,2021-09-16 5:01,,36060,광양시
KYB326012966,구상,1,N,,34.90267,127.55329,2021-09-16 5:01,,36060,광양시
KYB326012967,순천여중,8,N,,34.96586185,127.4806187,2021-09-16 5:01,,36060,광양시
KYB326012968,순천여중,8,N,,34.96518706,127.4809849,2021-09-16 5:01,,36060,광양시
KYB326012969,삼산중,8,N,,34.96225488,127.4817826,2021-09-16 5:01,,36060,광양시
KYB326012970,삼산중,8,N,,34.96225623,127.4818792,2021-09-16 5:01,,36060,광양시
KYB326012971,매산여고.삼풍APT,8,N,,34.96007879,127.4810486,2021-09-16 5:01,,36060,광양시
KYB326012972,매산여고.삼풍아파트,8,N,,34.96005821,127.4812486,2021-09-16 5:01,,36060,광양시
KYB326012973,공마당삼거리,8,N,,34.95493518,127.4788371,2021-09-16 5:01,,36060,광양시
KYB326012974,공마당삼거리,8,N,,34.9549747,127.4790377,2021-09-16 5:01,,36060,광양시
KYB326012975,향동주민센터,8,N,,34.95294867,127.478575,2021-09-16 5:01,,36060,광양시
KYB326012976,향동주민센터,8,N,,34.95287787,127.4787112,2021-09-16 5:01,,36060,광양시
KYB326012977,호남사거리,8,N,,34.9535105,127.481114,2021-09-16 5:01,,36060,광양시
KYB326012978,호남사거리,8,N,,34.95355166,127.4812041,2021-09-16 5:01,,36060,광양시
KYB326012979,문화의거리,8,N,,34.95463925,127.4810755,2021-09-16 5:01,,36060,광양시
KYB326012980,문화의거리,8,N,,34.95463834,127.4811681,2021-09-16 5:01,,36060,광양시
KYB326012981,순천의료원,8,N,,34.95698417,127.4834181,2021-09-16 5:01,,36060,광양시
KYB326012982,순천의료원,8,N,,34.9569199,127.4834994,2021-09-16 5:01,,36060,광양시
KYB326012983,구암마을,8,N,,34.94394176,127.5127277,2021-09-16 5:01,,36060,광양시
KYB326012984,구암마을,8,N,,34.94387403,127.5126405,2021-09-16 5:01,,36060,광양시
KYB326012985,덕암마을,8,N,,34.94449507,127.5096104,2021-09-16 5:01,,36060,광양시
KYB326012986,덕암마을,8,N,,34.94441561,127.5095646,2021-09-16 5:01,,36060,광양시
KYB326012987,덕암아남아파트,8,N,,34.94584611,127.5080443,2021-09-16 5:01,,36060,광양시
KYB326012988,덕암아남아파트,8,N,,34.94572917,127.5080317,2021-09-16 5:01,,36060,광양시
KYB326012989,덕우마을,8,N,,34.94701,127.5077,2021-09-16 5:01,,36060,광양시
KYB326012990,덕우마을,8,N,,34.94722,127.50756,2021-09-16 5:01,,36060,광양시
KYB326012991,덕연동주민센터.송보APT,8,N,,34.9481421,127.5110094,2021-09-16 5:01,,36060,광양시
KYB326012992,덕연동주민센터.송보APT,8,N,,34.94833903,127.5110312,2021-09-16 5:01,,36060,광양시
KYB326012993,현대스틸,1,N,,34.8977353,127.5939342,2021-09-16 5:01,11001,36060,광양시
KYB326022978,현대자동차학원,1,N,,34.9637,127.54555,2021-09-16 5:01,3262640,36060,광양시
KYB326023040,제일고,8,N,,34.98824,127.48927,2021-09-16 5:01,0,36060,광양시
KYB326023087,고지삼거리,1,N,,34.97945,127.48455,2021-09-16 5:01,3262758,36060,광양시
KYB328010382,동주,1,N,,34.96486799,127.5533891,2021-09-16 5:01,3280382,36060,광양시
KYB328010383,덕산,1,N,,34.9644329,127.5637435,2021-09-16 5:01,3280383,36060,광양시
KYB328010384,LF아울렛,1,N,,34.9636428,127.5674188,2021-09-16 5:01,3280384,36060,광양시
KYB328010385,한려대학교,8,N,,34.96189425,127.5720531,2021-09-16 5:01,3280385,36060,광양시
KYB328010386,회암,1,N,,34.96427799,127.5816129,2021-09-16 5:01,3280386,36060,광양시
KYB328010387,시외버스터미널,1,N,,34.96926194,127.5897369,2021-09-16 5:01,3280387,36060,광양시
KYB328010388,광양농협,1,N,,34.97227669,127.589416,2021-09-16 5:01,3280388,36060,광양시
KYB328010389,시계탑사거리,1,N,,34.97519577,127.5891418,2021-09-16 5:01,3280389,36060,광양시
KYB328010390,목성아파트,1,N,,34.97837013,127.5887832,2021-09-16 5:01,3280390,36060,광양시
KYB328010391,백운마트,1,N,,34.97896554,127.5847287,2021-09-16 5:01,3280391,36060,광양시
KYB328010392,북부정류장,1,N,,34.97819778,127.5825333,2021-09-16 5:01,3280392,36060,광양시
KYB328010393,광양여고,1,N,,34.97644915,127.5820355,2021-09-16 5:01,3280393,36060,광양시
KYB328010394,광양읍사무소,1,N,,34.97351767,127.5815348,2021-09-16 5:01,3280394,36060,광양시
KYB328010395,광양병원,1,N,,34.97144231,127.5814686,2021-09-16 5:01,3280395,36060,광양시
KYB328010396,광양부영아파트,1,N,,34.96685447,127.58213,2021-09-16 5:01,3280396,36060,광양시
KYB328010397,광양병원,1,N,,34.97132991,127.5818588,2021-09-16 5:01,3280397,36060,광양시
KYB328010398,광양읍사무소,1,N,,34.97316276,127.5819068,2021-09-16 5:01,3280398,36060,광양시
KYB328010399,광양여고,1,N,,34.97617805,127.5823595,2021-09-16 5:01,3280399,36060,광양시
KYB328010401,칠성아파트,1,N,,34.9824,127.58115,2021-09-16 5:01,3280401,36060,광양시
KYB328010402,매화아파트,1,N,,34.98387829,127.5799255,2021-09-16 5:01,3280402,36060,광양시
KYB328010403,칠성아파트,1,N,,34.98130208,127.5813003,2021-09-16 5:01,3280403,36060,광양시
KYB328010404,백운마트,1,N,,34.97877516,127.5846591,2021-09-16 5:01,3280404,36060,광양시
KYB328010405,목성아파트,1,N,,34.97832645,127.5885649,2021-09-16 5:01,3280405,36060,광양시
KYB328010406,시계탑사거리,1,N,,34.97538906,127.5888943,2021-09-16 5:01,3280406,36060,광양시
KYB328010407,기두마을,8,N,,34.97534,127.60346,2021-09-16 5:01,3280407,36060,광양시
KYB328010409,창덕1차아파트,1,N,,34.97421095,127.6077368,2021-09-16 5:01,3280409,36060,광양시
KYB328010410,창덕1차아파트,1,N,,34.97430873,127.6081095,2021-09-16 5:01,3280410,36060,광양시
KYB328010411,기두마을,1,N,,34.97551338,127.60342,2021-09-16 5:01,3280411,36060,광양시
KYB328010412,시계탑사거리,1,N,,34.97482205,127.5877922,2021-09-16 5:01,3280412,36060,광양시
KYB328010413,중부농협,1,N,,34.97472,127.58577,2021-09-16 5:01,3280413,36060,광양시
KYB328010414,연습림,8,N,,34.97525869,127.5834375,2021-09-16 5:01,3280414,36060,광양시
KYB328010415,읍사무소,8,N,,34.9754175,127.5866503,2021-09-16 5:01,3280415,36060,광양시
KYB328010416,목성우체국,8,N,,34.97227314,127.5915989,2021-09-16 5:01,3280416,36060,광양시
KYB328010417,노인복지관,1,N,,34.97079166,127.5908808,2021-09-16 5:01,3280417,36060,광양시
KYB328010418,광양농협,1,N,,34.97151761,127.5892575,2021-09-16 5:01,3280418,36060,광양시
KYB328010419,회암,1,N,,34.96363858,127.5798683,2021-09-16 5:01,3280419,36060,광양시
KYB328010420,광양부영아파트,1,N,,34.96640415,127.5824643,2021-09-16 5:01,3280420,36060,광양시
KYB328010421,한려대학교,1,N,,34.96218491,127.5740479,2021-09-16 5:01,3280421,36060,광양시
KYB328010422,LF아울렛,1,N,,34.96387344,127.5676866,2021-09-16 5:01,3280422,36060,광양시
KYB328010423,덕산마을,1,N,,34.96484316,127.5634862,2021-09-16 5:01,3280423,36060,광양시
KYB328010424,동주,1,N,,34.96485417,127.5513096,2021-09-16 5:01,3280424,36060,광양시
KYB328010427,강남공업사앞(덕산),1,N,,34.96503516,127.5658297,2021-09-16 5:01,3280427,36060,광양시
KYB328010428,예구,1,N,,34.96781833,127.5670981,2021-09-16 5:01,3280428,36060,광양시
KYB328010429,부성아파트,1,N,,34.96693485,127.5697757,2021-09-16 5:01,3280429,36060,광양시
KYB328010430,오성아파트,1,N,,34.96472832,127.5762301,2021-09-16 5:01,3280430,36060,광양시
KYB328010431,월평,1,N,,34.95543583,127.5910628,2021-09-16 5:01,3280431,36060,광양시
KYB328010432,세풍초교,1,N,,34.94293097,127.5829035,2021-09-16 5:01,3280432,36060,광양시
KYB328010433,부흥,1,N,,34.94281201,127.5808509,2021-09-16 5:01,3280433,36060,광양시
KYB328010434,세승,8,N,,34.94295552,127.5745854,2021-09-16 5:01,3280434,36060,광양시
KYB328010435,신두,1,N,,34.94220948,127.5682755,2021-09-16 5:01,3280435,36060,광양시
KYB328010436,세승,8,N,,34.94292766,127.5750874,2021-09-16 5:01,3280436,36060,광양시
KYB328010437,세승,1,N,,34.94141329,127.5780594,2021-09-16 5:01,3280437,36060,광양시
KYB328010438,부흥,1,N,,34.94257309,127.5809466,2021-09-16 5:01,3280438,36060,광양시
KYB328010439,세승,8,N,,34.94149997,127.5779974,2021-09-16 5:01,3280439,36060,광양시
KYB328010440,세풍초교,1,N,,34.94269691,127.5826547,2021-09-16 5:01,3280440,36060,광양시
KYB328010441,삼성,1,N,,34.94178452,127.5865086,2021-09-16 5:01,3280441,36060,광양시
KYB328010442,삼성,1,N,,34.94196759,127.5864115,2021-09-16 5:01,3280442,36060,광양시
KYB328010443,해창,1,N,,34.94312776,127.5880367,2021-09-16 5:01,3280443,36060,광양시
KYB328010444,해창,8,N,,34.94318,127.58793,2021-09-16 5:01,3280444,36060,광양시
KYB328010445,신촌/신촌마을,1,N,,34.9464925,127.5899828,2021-09-16 5:01,3280445,36060,광양시
KYB328010446,신촌/신촌마을,8,N,,34.94649,127.58988,2021-09-16 5:01,3280446,36060,광양시
KYB328010447,월평,1,N,,34.95330438,127.5920367,2021-09-16 5:01,3280447,36060,광양시
KYB328010448,신도,1,N,,34.95880852,127.5879999,2021-09-16 5:01,3280448,36060,광양시
KYB328010449,신도,8,N,,34.95876169,127.5879272,2021-09-16 5:01,3280449,36060,광양시
KYB328010450,덕산,1,N,,34.96508301,127.5655763,2021-09-16 5:01,3280450,36060,광양시
KYB328010451,오성아파트,1,N,,34.96500683,127.5763652,2021-09-16 5:01,3280451,36060,광양시
KYB328010452,부성아파트,1,N,,34.9671754,127.5699082,2021-09-16 5:01,3280452,36060,광양시
KYB328010453,대림아파트,1,N,,34.96807552,127.5672078,2021-09-16 5:01,3280453,36060,광양시
KYB328010567,봉강면,8,N,,34.9891363,127.5548157,2021-09-16 5:01,3280567,36060,광양시
KYB328010568,석사리,1,N,,34.98680534,127.5649695,2021-09-16 5:01,3280568,36060,광양시
KYB328010569,실내체육관,1,N,,34.98121383,127.5735575,2021-09-16 5:01,3280569,36060,광양시
KYB328010570,광양여중,1,N,,34.97679295,127.5801273,2021-09-16 5:01,3280570,36060,광양시
KYB328010571,광양여중,1,N,,34.97700111,127.5803054,2021-09-16 5:01,3280571,36060,광양시
KYB328010572,실내체육관,1,N,,34.98139033,127.5736517,2021-09-16 5:01,3280572,36060,광양시
KYB328010573,석사리,1,N,,34.98692237,127.5648766,2021-09-16 5:01,3280573,36060,광양시
KYB328010574,봉강면,8,N,,34.98920701,127.5548683,2021-09-16 5:01,3280574,36060,광양시
KYB328010583,우두마을,1,N,,34.99114771,127.5834329,2021-09-16 5:01,3280583,36060,광양시
KYB328010587,석평,8,N,,35.01352339,127.5869187,2021-09-16 5:01,3280587,36060,광양시
KYB328010588,봉강면사무소,1,N,,35.01134426,127.5820316,2021-09-16 5:01,3280588,36060,광양시
KYB328010589,정자,8,N,,35.01839852,127.5793678,2021-09-16 5:01,3280589,36060,광양시
KYB328010591,덕촌,1,N,,35.04943149,127.5670943,2021-09-16 5:01,3280591,36060,광양시
KYB328010593,신촌,8,N,,35.05686547,127.5644168,2021-09-16 5:01,3280593,36060,광양시
KYB328010594,부암,1,N,,35.06207176,127.5639594,2021-09-16 5:01,3280594,36060,광양시
KYB328010595,조령,1,N,,35.07105937,127.5614777,2021-09-16 5:01,3280595,36060,광양시
KYB328010596,필동,1,N,,35.06827558,127.5621357,2021-09-16 5:01,3280596,36060,광양시
KYB328010597,부암,1,N,,35.06195195,127.5639091,2021-09-16 5:01,3280597,36060,광양시
KYB328010598,신촌,1,N,,35.05694595,127.5643357,2021-09-16 5:01,3280598,36060,광양시
KYB328010600,덕촌보건소,1,N,,35.05090976,127.566281,2021-09-16 5:01,3280600,36060,광양시
KYB328010604,마시,1,N,,35.03542755,127.571533,2021-09-16 5:01,3280604,36060,광양시
KYB328010606,구서,1,N,,35.0252757,127.5767989,2021-09-16 5:01,3280606,36060,광양시
KYB328010607,정자,1,N,,35.01838411,127.5792457,2021-09-16 5:01,3280607,36060,광양시
KYB328010609,석평,1,N,,35.01348839,127.5867098,2021-09-16 5:01,3280609,36060,광양시
KYB328010610,우두마을,1,N,,34.9909209,127.5826183,2021-09-16 5:01,3280610,36060,광양시
KYB328010611,광양하이텍고,8,N,,34.98068329,127.5896294,2021-09-16 5:01,3280611,36060,광양시
